STATION,NAME,DATE,AWND,PGTM,PRCP,SNOW,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT08
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30-06-2021,8.05,,0,,,89,79,120,120,17,19.9,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",01-07-2021,5.59,,0.38,,,88,77,90,90,15,18.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",02-07-2021,9.17,,0.39,,,89,78,290,290,36.9,44.1,1,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",03-07-2021,10.51,,0.06,,,85,78,290,280,17,19.9,1,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",04-07-2021,6.93,,0,,,88,77,230,230,19.9,23,1,,1,1
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",05-07-2021,6.49,,0.02,,,89,77,170,170,19.9,23.9,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",06-07-2021,6.49,,0.04,,,89,79,220,190,13,16.1,1,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",07-07-2021,5.82,,0.05,,,87,78,340,350,18.1,21.9,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",08-07-2021,6.26,,0,,,91,79,180,180,19.9,21.9,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",09-07-2021,7.38,,0.19,,,86,79,210,210,31.1,36.9,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",10-07-2021,6.71,,0.91,,,88,78,310,300,32,40,1,1,1,1
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",11-07-2021,9.62,,1.23,,,88,74,320,310,40,46.1,1,1,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",12-07-2021,8.05,,0.03,,,90,77,310,300,36,40.9,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",13-07-2021,6.93,,0,,,91,77,110,120,15,19,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",14-07-2021,7.61,,0,,,91,80,150,150,18.1,21.9,,,1,1
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",15-07-2021,5.82,,0.66,,,90,77,170,170,23.9,27.1,1,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",16-07-2021,5.37,,0.76,,,90,75,220,220,30,36.9,1,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",17-07-2021,5.82,,0.91,,,89,77,160,160,19.9,23,1,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",18-07-2021,4.92,,0.02,,,89,78,190,190,17,19,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",19-07-2021,6.93,,0.26,,,89,78,290,290,23.9,28,1,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",20-07-2021,7.61,,0.54,,,85,76,170,170,23.9,30,1,,1,1
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",21-07-2021,6.26,,0.02,,,91,78,210,210,16.1,19,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",22-07-2021,7.61,,0.05,,,94,81,280,280,25.9,30,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",23-07-2021,11.18,,0,,,93,84,270,270,18.1,19.9,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",24-07-2021,10.74,,0,,,94,83,30,20,21.9,28,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",25-07-2021,5.59,,0.02,,,92,84,50,40,18.1,23,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",26-07-2021,6.26,,0,,,96,83,150,150,15,19,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",27-07-2021,6.71,,0,,,95,81,160,100,13,16.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",28-07-2021,7.16,,0.06,,,95,82,20,20,18.1,21,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",29-07-2021,7.16,,0.28,,,94,81,140,150,18.1,23.9,,,1,1
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30-07-2021,7.16,,0,,,94,83,220,220,13,15,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",31-07-2021,11.18,,0,,,91,81,210,210,19.9,23.9,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",01-08-2021,7.38,,0,,,94,81,230,230,18.1,21,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",02-08-2021,8.05,,0.71,,,87,78,270,270,33.1,38.9,1,,1,1
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",03-08-2021,6.49,,2.1,,,88,76,240,280,25.9,34,1,1,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",04-08-2021,12.97,,0,,,92,80,10,10,23,25.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",05-08-2021,7.38,,0,,,89,78,40,30,17,28,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",06-08-2021,5.14,,0,,,91,75,20,360,8.9,12.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",07-08-2021,5.14,,0,,,94,80,200,200,8.9,11,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",08-08-2021,6.71,,0.11,,,93,82,290,300,18.1,23.9,,,1,1
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",09-08-2021,4.47,,0.2,,,90,79,150,150,21,25.9,1,,1,1
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",10-08-2021,4.25,,0,,,93,81,270,270,12.1,14.1,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",11-08-2021,5.37,,0,,,90,80,90,120,14.1,16.1,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",12-08-2021,4.92,,0,,,90,80,50,50,21.9,27.1,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",13-08-2021,3.58,,0.25,,,90,78,340,340,19.9,23,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",14-08-2021,5.82,,0,,,94,80,340,340,14.1,16.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",15-08-2021,9.62,,0,,,92,81,40,40,25.9,30,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",16-08-2021,7.38,,0.02,,,94,80,50,40,15,17,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",17-08-2021,6.71,,0.19,,,94,80,200,200,21,23,1,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",18-08-2021,7.38,,0.04,,,94,82,30,180,17,21,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",19-08-2021,6.26,,0.18,,,92,79,250,260,21.9,28,1,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",20-08-2021,5.82,,0,,,93,81,220,220,13,15,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",21-08-2021,7.16,,0,,,93,83,250,220,12.1,14.1,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",22-08-2021,9.4,,0,,,93,84,270,270,17,19,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",23-08-2021,11.41,,0,,,94,80,340,340,30,36,,,1,1
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",24-08-2021,8.5,,0,,,95,80,300,300,15,17,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",25-08-2021,7.61,,0.07,,,95,83,50,360,15,31.1,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",26-08-2021,7.61,,0.6,,,86,78,80,80,25.9,31.1,1,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",27-08-2021,14.09,,0.65,,,83,77,130,130,23.9,31.1,1,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",28-08-2021,14.99,,0.21,,,86,78,70,70,29.1,36.9,1,,1,1
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",29-08-2021,,,,,,,,280,70,44.1,59.9,1,1,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",02-09-2021,,,0.36,,,,,110,90,8.9,11,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",03-09-2021,6.49,,0,,,91,80,20,20,15,16.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",04-09-2021,2.24,,0,,,92,80,150,140,13,16.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",05-09-2021,5.59,,0,,,93,77,180,180,21,23.9,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",06-09-2021,5.59,,0,,,87,79,330,320,15,18.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",07-09-2021,4.47,,0.24,,,90,78,80,80,19.9,23,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",08-09-2021,4.92,,0,,,87,79,70,70,12.1,13,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",09-09-2021,12.3,,0,,,89,79,20,20,21,23.9,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",10-09-2021,9.84,,0,,,86,75,50,50,21,21.9,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",11-09-2021,9.4,,0,,,87,74,110,110,15,19,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",12-09-2021,9.4,,0.03,,,84,74,130,120,25.1,35.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",13-09-2021,10.74,,0.01,,,88,77,100,110,17,21.9,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",14-09-2021,14.32,,2.43,,,81,72,130,130,30,38.9,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",15-09-2021,10.29,,2.31,,,82,74,120,120,25.9,33.1,1,,,1
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",16-09-2021,9.62,,0.01,,,90,78,180,110,19.9,29.1,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",17-09-2021,8.5,,0.03,,,84,77,160,210,18.1,25.9,1,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",18-09-2021,5.82,,0.64,,,84,75,190,190,17,23,1,,1,1
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",19-09-2021,6.49,,0.07,,,86,76,140,140,16.1,19.9,1,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",20-09-2021,5.82,,0.14,,,88,76,260,260,17,19.9,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",21-09-2021,5.82,,0,,,88,77,240,240,21,23.9,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",22-09-2021,19.69,,0,,,83,72,340,10,32,36.9,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",23-09-2021,13.87,,0,,,79,68,30,30,23.9,29.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",24-09-2021,8.28,,0,,,78,67,60,70,17,19.9,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",25-09-2021,5.37,,0,,,80,66,60,50,12.1,14.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",26-09-2021,6.49,,0,,,82,66,40,50,12.1,16.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",27-09-2021,7.38,,0,,,85,70,100,90,14.1,17,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",28-09-2021,7.83,,0.68,,,85,72,320,320,23.9,27.1,1,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",29-09-2021,7.61,,1.33,,,81,73,180,170,25.1,30,1,1,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30-09-2021,8.5,,0,,,87,75,150,120,16.1,21.9,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",01-10-2021,10.07,,0,,,86,76,110,100,17,21.9,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",02-10-2021,7.61,,1.25,,,86,75,160,150,29.1,34,1,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",03-10-2021,5.37,,0.78,,,84,75,140,140,23,25.9,1,1,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",04-10-2021,6.04,,0.02,,,82,74,80,80,17,21,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",05-10-2021,6.04,,0,,,82,73,10,20,12.1,14.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",06-10-2021,4.92,,0,,,85,72,120,360,8.9,11,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",07-10-2021,5.37,,0,,,86,74,60,70,13,14.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",08-10-2021,7.61,,0,,,85,75,10,10,12.1,13,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",09-10-2021,5.82,,0,,,86,72,30,40,10.1,12.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",10-10-2021,6.71,,0,,,86,72,130,150,15,18.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",11-10-2021,8.5,,0,,,86,73,150,160,17,19.9,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",12-10-2021,6.93,,0,,,86,75,120,100,14.1,16.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",13-10-2021,7.83,,0,,,87,73,140,160,18.1,21.9,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",14-10-2021,8.28,,0,,,87,76,140,120,16.1,21,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",15-10-2021,6.26,,0,,,88,75,250,240,12.1,14.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",16-10-2021,22.15,,0,,,80,66,340,340,31.1,38,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",17-10-2021,17,,0,,,75,63,30,20,25.9,32,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",18-10-2021,11.41,,0,,,74,63,60,60,19.9,23,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",19-10-2021,11.63,,0,,,79,66,60,50,18.1,23.9,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",20-10-2021,9.17,,0.01,,,86,74,140,150,19.9,28,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",21-10-2021,4.47,,0,,,85,74,200,180,8.9,11,1,,,1
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",22-10-2021,3.8,,0,,,84,73,20,30,12.1,12.1,1,,,1
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",23-10-2021,9.62,,0,,,84,72,110,110,15,19.9,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",24-10-2021,9.84,,0,,,83,74,140,130,21,27.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",25-10-2021,4.47,,0,,,82,72,290,280,10.1,13,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",26-10-2021,9.17,,0,,,79,68,50,30,17,23,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",27-10-2021,14.99,,1.29,,,84,71,250,250,40.9,52.1,1,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",28-10-2021,24.16,,0,,,75,64,290,260,36.9,46.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",29-10-2021,25.95,,0,,,67,59,270,290,36,42.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30-10-2021,12.75,,0,,,66,57,310,310,23.9,29.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",31-10-2021,4.92,,0,,,73,55,20,360,8.1,10.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",01-11-2021,5.82,,0,,,74,60,20,30,12.1,13,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",02-11-2021,9.84,,0,,,72,62,50,50,23,25.9,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",03-11-2021,11.63,,0,,,71,57,60,50,21.9,25.9,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",04-11-2021,15.21,,0,,,66,55,30,30,23.9,27.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",05-11-2021,13.87,,0,,,63,56,30,30,21.9,25.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",06-11-2021,12.75,,0,,,67,53,50,40,18.1,23,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",07-11-2021,9.4,,0,,,65,56,40,30,14.1,16.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",08-11-2021,5.37,,0,,,70,57,20,40,10.1,13,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",09-11-2021,5.82,,0,,,70,58,20,20,10.1,11,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",10-11-2021,8.5,,0,,,75,59,100,100,17,21.9,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",11-11-2021,10.51,,0,,,79,63,290,300,29.1,33.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",12-11-2021,9.84,,0,,,75,59,310,310,19.9,23,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",13-11-2021,17.67,,0,,,65,53,340,340,33.1,38,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",14-11-2021,5.37,,0,,,63,46,10,30,14.1,18.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",15-11-2021,5.82,,0,,,71,53,180,160,12.1,13,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",16-11-2021,6.26,,0,,,76,55,150,170,14.1,17,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",17-11-2021,10.51,,0,,,78,63,140,150,21,25.9,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",18-11-2021,11.86,,0.06,,,77,56,10,10,25.9,30,1,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",19-11-2021,15.88,,0,,,65,52,30,30,25.9,32,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",20-11-2021,9.17,,0,,,72,55,70,70,15,17,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",21-11-2021,6.93,,0,,,77,62,190,120,10.1,13,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",22-11-2021,15.21,,0.25,,,68,55,10,10,25.9,29.1,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",23-11-2021,10.51,,0,,,61,49,40,40,23,27.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",24-11-2021,9.84,,0,,,71,52,100,100,16.1,21.9,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",25-11-2021,7.38,,0.03,,,77,60,320,320,18.1,21,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",26-11-2021,15.21,,0.01,,,64,53,360,360,23,27.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",27-11-2021,6.93,,0,,,61,48,40,50,16.1,18.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",28-11-2021,8.95,,0.03,,,61,53,10,350,21,23.9,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",29-11-2021,8.28,,0,,,62,50,10,10,21.9,25.1,,,,1
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30-11-2021,4.7,,0,,,68,48,140,140,10.1,12.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",01-12-2021,5.59,,0,,,72,51,180,160,8.9,11,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",02-12-2021,4.03,,0,,,72,55,210,200,8.1,11,1,1,,1
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",03-12-2021,4.25,,0,,,68,54,150,60,8.1,8.9,1,1,,1
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",04-12-2021,4.03,,0,0,,73,62,10,10,12.1,13,1,1,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",05-12-2021,8.72,,0,0,,80,61,140,140,17,23,1,1,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",06-12-2021,9.84,,0.15,0,,80,64,300,290,38.9,49,1,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",07-12-2021,9.17,,0.1,,,64,58,70,50,16.1,18.1,1,1,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",08-12-2021,7.61,,0.23,,,65,57,340,340,23,25.1,1,1,,1
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",09-12-2021,11.86,,0.07,,,80,56,200,190,19.9,23.9,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",10-12-2021,14.09,,0,,,83,73,190,200,23,32,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",11-12-2021,15.21,,0.08,,,80,55,330,340,35.1,40.9,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",12-12-2021,11.63,,0,,,60,50,30,30,23,27.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",13-12-2021,7.38,,0,,,68,56,70,70,13,15,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",14-12-2021,8.05,,0,,,73,62,90,110,14.1,17,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",15-12-2021,9.84,,0,,,75,65,110,100,16.1,21,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",16-12-2021,8.5,,0,,,80,66,130,140,14.1,17,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",17-12-2021,7.38,,0,,,74,67,110,110,17,21,1,1,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",18-12-2021,11.18,,0.32,,,81,64,330,320,38.9,47,1,1,1,1
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",19-12-2021,18.12,,0,,,66,49,360,10,25.1,29.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",20-12-2021,13.65,,0.03,,,52,48,30,40,23,28,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",21-12-2021,14.32,,0,,,54,48,330,20,19.9,23,,,,1
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",22-12-2021,8.72,,0,,,59,50,340,340,16.1,18.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",23-12-2021,5.82,,0,,,68,45,150,150,15,17,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",24-12-2021,10.74,,0,0,,78,55,190,180,23,29.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",25-12-2021,10.74,,0,0,,78,62,220,220,23,31.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",26-12-2021,6.71,,0,0,,79,63,180,180,16.1,19,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",27-12-2021,7.61,,0,0,,78,64,220,220,18.1,21,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",28-12-2021,14.09,,0.3,0,,81,68,170,170,28,35.1,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",29-12-2021,12.75,,0,,,82,71,190,190,25.9,32,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30-12-2021,9.62,1234,0,,,83,72,220,220,18.1,21.9,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",31-12-2021,13.87,,0.02,,,82,73,210,220,23.9,29.1,1,,,
